"","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive","Synzhet","Bing","Afinn","NRC"
"1",0.405933682373473,0.463874345549738,0.369808027923211,0.571902268760908,0.387434554973822,0.382198952879581,0.298429319371728,0.534031413612565,0.928446771378709,0.853752181500873,0.0177748691099476,-0.120593368237347,0.374171029668412,-0.0692844677137871
